Sequence ID,Predicted label,Actual_Code,Actual_Label
hAT-20_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-20_SSa|ClassII|TIR|h,hAT,2.1.1.2,hAT
BEL-94_AA-I|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT-21N1_LMi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-21_LCh|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-2210_Ami|ClassII|TIR|h,PIF-Harbinger,2.1.1.2,hAT
hAT-22_HM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-22_ZM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-23_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-23_SSa|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-24N1_SSa|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-24_LCh|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-250_Ami|ClassII|TIR|h,hAT,2.1.1.2,hAT
BEL-95_AA-LTR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT-25_Ami|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-25_LMi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-26_CPB|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-26_SM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-27N1_SSa|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-27_LMi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-28N1_LMi|ClassII|TIR|h,Mutator,2.1.1.2,hAT
hAT-28_LMi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-29_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-29_SSa|ClassII|TIR|h,hAT,2.1.1.2,hAT
BEL-98_AA-I|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT-2N1_BF|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-2N1_JC|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-2N1_TC|ClassII|TIR|h,Merlin,2.1.1.2,hAT
hAT-2N2_BF|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-2N4_ATr|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-2_AC|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-2_BF|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-2_DBp|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-2_DSe|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-2_EPa|ClassII|TIR|h,hAT,2.1.1.2,hAT
ANGELA1_TM_I|ClassI|LTR|Copia,Copia,1.1.1,Copia
BEL-9_AA-LTR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT-2_GM|ClassII|TIR|h,hAT,2.1.1.2,hAT
HAT-2_Mad|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-2_NV|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-2_PMo|ClassII|TIR|h,tRNA,2.1.1.2,hAT
hAT-2_SBi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-2_TC|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-3051_Ami|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-30_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-30_SSa|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-31_CPB|ClassII|TIR|h,hAT,2.1.1.2,hAT
BEL-9_CQ-I|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT-31_SM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-32_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-32_SSa|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-33_HM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-348_Gav|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-34_SM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-35_HM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-360_Ami|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-36_SM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-37_SM|ClassII|TIR|h,hAT,2.1.1.2,hAT
BEL-9_DAn-LTR|ClassI|LTR|Bel-Pao,Copia,2.1.1.6,P
hAT-38_SM|ClassII|TIR|h,Mutator,2.1.1.2,hAT
hAT-39_SSa|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-3N1_ATr|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-3N1_TV|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-3N3_ATr|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-3_ALy|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-3_CCri|ClassII|TIR|h,PiggyBac,2.1.1.2,hAT
hAT-3_DK|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-3_FV|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-3_LCh|ClassII|TIR|h,hAT,2.1.1.2,hAT
BEL-9_DTa-I|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT-3_PBa|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-3_PTr__2|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-3_STu|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-40_HM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-41_Lch|ClassII|TIR|h,PIF-Harbinger,2.1.1.2,hAT
hAT-43-N1_Lch|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-44_Lch|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-46_Ami|ClassII|TIR|h,PIF-Harbinger,2.1.1.2,hAT
hAT-4876_Ami|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-4B_AP|ClassII|TIR|h,hAT,2.1.1.2,hAT
BEL-9_GA-LTR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT-4N1_BF|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
HAT-4N2_Mad|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-4_AMi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-4_CPB|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-4_DRh|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-4_JC|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-4_MLP|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-4_PSt|ClassII|TIR|h,CACTA,2.1.1.2,hAT
hAT-4_SSa|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-504_Gav|ClassII|TIR|h,hAT,2.1.1.2,hAT
BEL-9_NV-I|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT-53_HM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-57_HM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-5N1_ATr|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-5N1_VC|ClassII|TIR|h,Merlin,2.1.1.2,hAT
hAT-5_BF|ClassII|TIR|h,Tc1-Mariner,2.1.1.2,hAT
hAT-5_DBp|ClassII|TIR|h,Tc1-Mariner,2.1.1.2,hAT
hAT-5_GM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-5_NV|ClassII|TIR|h,Tc1-Mariner,2.1.1.2,hAT
hAT-5_SBi|ClassII|TIR|h,PIF-Harbinger,2.1.1.2,hAT
hAT-5_VC|ClassII|TIR|h,Mutator,2.1.1.2,hAT
BEL-9_SSa-LTR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT-62_HM|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-65_HM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-6B_LMi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-6N1_PM|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-6N3_ATr|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-6_BF|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-6_DBp|ClassII|TIR|h,Mutator,2.1.1.2,hAT
hAT-6_GA|ClassII|TIR|h,hAT,2.1.1.2,hAT
HAT-6_Mad|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-6_SBi|ClassII|TIR|h,hAT,2.1.1.2,hAT
BEL1-I_DV|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT-6_VV__2|ClassII|TIR|h,Mutator,2.1.1.2,hAT
hAT-73_HM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-77_HM|ClassII|TIR|h,hAT,2.1.1.2,hAT
HAT-7N1_Mad|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-7_AMi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-7_Crp|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-7_LCh|ClassII|TIR|h,PiggyBac,2.1.1.2,hAT
hAT-7_PTr|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-7_VV|ClassII|TIR|h,PIF-Harbinger,2.1.1.2,hAT
hAT-83_HMa|ClassII|TIR|h,hAT,2.1.1.2,hAT
BEL1-LTR_AP|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT-89_Crp|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-8N1_PM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-8N5_ATr|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-8_ATr|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-8_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
HAT-8_Mad|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-8_SM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-9N1_ATr|ClassII|TIR|h,Merlin,2.1.1.2,hAT
hAT-9_AP|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-9_HM|ClassII|TIR|h,Transib,2.1.1.2,hAT
BEL1-LTR_SM|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT-9_PGr|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-9_XT|ClassII|TIR|h,PiggyBac,2.1.1.2,hAT
hAT-N1004_AMi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N102_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N107_DR|ClassII|TIR|h,CACTA,2.1.1.2,hAT
hAT-N10_AP|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N10_LMi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N110_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N115_DR|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N11a_CR|ClassII|TIR|h,PIF-Harbinger,2.1.1.2,hAT
AnolisSINE2|ClassI|SINE|t,tRNA,,
BEL10-I_DR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT-N11_CR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N11_SSa|ClassII|TIR|h,tRNA,2.1.1.2,hAT
hAT-N122_DR|ClassII|TIR|h,Merlin,2.1.1.2,hAT
hAT-N125_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N128_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N12_CPB|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N12_SBi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N132_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N137_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N13_AP|ClassII|TIR|h,hAT,2.1.1.2,hAT
BEL11-LTR_AG|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
HAT-N13_Mad|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N141_DR|ClassII|TIR|h,PIF-Harbinger,2.1.1.2,hAT
hAT-N145_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N14_AMi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N14_LMi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N150_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N154_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N158_DR|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N15_AMi|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
HAT-N15_Mad|ClassII|TIR|h,hAT,2.1.1.2,hAT
BEL12-LTR_DR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT-N160_DR|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N16_Crp|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N16_SSa|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N17_CPB|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N17_SSa|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N18_AP|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N18_LMi|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N19_AMi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N19_EL|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N1B_CQ|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
BEL14-I_AG|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT-N1b_SB|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N1_AN|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N1_CGi|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N1_CSa|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N1_EL|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N1_LCo|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N1_PGr|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N1_SSa|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N20_AMi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N20_SBi|ClassII|TIR|h,PIF-Harbinger,2.1.1.2,hAT
BEL15-I_DR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT-N21_CPB|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N21_SSa|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N22_EL|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N23_CPB|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N23_SSa|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N24_DR|ClassII|TIR|h,Merlin,2.1.1.2,hAT
hAT-N25B_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N25_LMi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N26_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N27_Crp|ClassII|TIR|h,hAT,2.1.1.2,hAT
BEL17-I_AG|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT-N28B_CPB|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N28_EL|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N29_Crp|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N2B_AMi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N2_AMi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N2_BF|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N2_FR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N2_PGr|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N2_TC|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N30_EL|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
BEL18-I_DR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT-N31_DR|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N32C_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N32_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N33_EL|ClassII|TIR|h,PiggyBac,2.1.1.2,hAT
hAT-N34_CPB|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N35B_DR|ClassII|TIR|h,PIF-Harbinger,2.1.1.2,hAT
hAT-N35_LMi|ClassII|TIR|h,Merlin,2.1.1.2,hAT
hAT-N36_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N37_EL|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N39_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
BEL19-LTR_AG|ClassI|LTR|Bel-Pao,RTE,2.1.1.6,P
hAT-N3_AP|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N3_Crp|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N3_LCh|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N3_SSa|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N40_EL|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N4285_AMi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N45_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N47B_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N4B_PM|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N4_ASi|ClassII|TIR|h,hAT,2.1.1.2,hAT
BEL1_LTR_Dpse|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT-N4_Crp|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N4_Mad|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N4_XT|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N52B_DR|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N54_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N5888_Crp|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N59_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N5_AP|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N5_CR|ClassII|TIR|h,Mutator,2.1.1.2,hAT
hAT-N5_Mad|ClassII|TIR|h,Merlin,2.1.1.2,hAT
BEL2-I_Dmoj|ClassI|LTR|Bel-Pao,DIRS,2.1.1.6,P
hAT-N60_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N63_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N66_DR|ClassII|TIR|h,Tc1-Mariner,2.1.1.2,hAT
hAT-N68_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N6_ALy|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N6_BF|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N6_LCh|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N6_STu|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N73_DR|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N77_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
ARET1I|ClassI|LTR|Gypsy,gypsy,,
BEL2-LTR_AG|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT-N7_ACar|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N7_BF|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N7_LMi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N80_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N86_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N895_Gav|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N8_ACar|ClassII|TIR|h,PiggyBac,2.1.1.2,hAT
hAT-N8_Crp|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N8_XT|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N94_DR|ClassII|TIR|h,Transib,2.1.1.2,hAT
BEL2-LTR_Dya|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT-N994_AMi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N9_AMi|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT-N9_EL|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT-N9_SBi|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT1-2_NV|ClassII|TIR|h,Mutator,2.1.1.2,hAT
HAT12_CB|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
HAT17_CB|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
HAT1N_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
HAT1_Cis|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT1_SB|ClassII|TIR|h,hAT,2.1.1.2,hAT
BEL21-LTR_DR|ClassI|LTR|Bel-Pao,gypsy,2.1.1.6,P
HAT2_CE|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT2_SB|ClassII|TIR|h,hAT,2.1.1.2,hAT
HAT3_MD|ClassII|TIR|h,hAT,2.1.1.2,hAT
HAT4_CE|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT5-3_NV|ClassII|TIR|h,hAT,2.1.1.2,hAT
HAT5N_CI|ClassII|TIR|h,Transib,2.1.1.2,hAT
hAT6-1_NV|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
hAT6-3_SP|ClassII|TIR|h,hAT,2.1.1.2,hAT
hAT6-N4075_AMi|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
HAT6_CB|ClassII|TIR|h,hAT,2.1.1.2,hAT
BEL24-I_DR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hAT8_SP|ClassII|TIR|h,hAT,2.1.1.2,hAT
HaTad1-2_BG|ClassI|LINE|I,Tc1-Mariner,1.4.5,I
hATm-10_HM|ClassII|TIR|h,PiggyBac,2.1.1.2,hAT
hATm-15_HM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hATm-1_AA|ClassII|TIR|h,hAT,2.1.1.2,hAT
hATm-20_HM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hATm-25_HM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hATm-2_AA|ClassII|TIR|h,hAT,2.1.1.2,hAT
hATm-31_HM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hATm-36_HM|ClassII|TIR|h,hAT,2.1.1.2,hAT
BEL27-LTR_DR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hATm-3_HM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hATm-43_HM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hATm-48_HM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hATm-51_HM|ClassII|TIR|h,Transib,2.1.1.2,hAT
hATm-56_HM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hATm-6_HM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hATN-1_LA|ClassII|TIR|h,PIF-Harbinger,2.1.1.2,hAT
hATN-3_SM|ClassII|TIR|h,hAT,2.1.1.2,hAT
HATN12B_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
HATN14_DR|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
BEL2_MH-I|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
HATN1_ALy|ClassII|TIR|h,hAT,2.1.1.2,hAT
HATN2_AG|ClassII|TIR|h,hAT,2.1.1.2,hAT
HATN3B_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
hATN4B_DR|ClassII|TIR|h,hAT,2.1.1.2,hAT
HATN5_AG|ClassII|TIR|h,Tc1-Mariner,2.1.1.2,hAT
HATN6_CI|ClassII|TIR|h,hAT,2.1.1.2,hAT
HATN8_DR|ClassII|TIR|h,PIF-Harbinger,2.1.1.2,hAT
hATw-1_BF|ClassII|TIR|h,Mutator,2.1.1.2,hAT
hATw-1_SLL|ClassII|TIR|h,Tc1-Mariner,2.1.1.2,hAT
hATw-2_SP|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
BEL3-I_DR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
hATw-5_BF|ClassII|TIR|h,Mutator,2.1.1.2,hAT
hATx-21_SM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hATx-2B_SM|ClassII|TIR|h,hAT,2.1.1.2,hAT
hATx-4_HM|ClassII|TIR|h,Transib,2.1.1.2,hAT
hATx-6_SM|ClassII|TIR|h,hAT,2.1.1.2,hAT
HAZEAN1|ClassII|TIR|h,hAT,,
HE1_MM|ClassI|SINE|t,tRNA,1,Retrotransposon
HECTOR|ClassII|TIR|h,Tc1-Mariner,,
HELIA|ClassII|TIR|PIF-Harbinger,PIF-Harbinger,,
Helitron-1B_SBi|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
BEL3-LTR_DR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Helitron-1N1_SLL|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
Helitron-1N_DF|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
Helitron-1_AMi|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
Helitron-1_CGi|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
Helitron-1_DEl|ClassII|Helitron|Helitro,Tc1-Mariner,1.4.5,I
Helitron-1_DR|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
Helitron-1_EPa|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
Helitron-1_HM|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
Helitron-1_NV|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
Helitron-1_PI|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
BEL31-LTR_DR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Helitron-1_PSt|ClassII|Helitron|Helitro,gypsy,1.4.5,I
Helitron-1_SBi|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
Helitron-1_STu|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
Helitron-2B_ALy|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
Helitron-2_AAe|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
Helitron-2_CGi|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
Helitron-2_DR|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
Helitron-2_HM|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
Helitron-2_NVi|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
Helitron-2_PTr|ClassII|Helitron|Helitro,CACTA,1.4.5,I
BEL34-I_DR|ClassI|LTR|Bel-Pao,DIRS,2.1.1.6,P
Helitron-2_SMo|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
Helitron-3N1_NVi|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
Helitron-3_AAe|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
Helitron-3_DR|ClassII|Helitron|Helitro,SubclassI,1.4.5,I
